EEID,satisfaction_level,satisfaction_level_bucket,last_evaluation,last_evaluation_bucket,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary,Burnout risk
EMP-11119,2,Low,2,Low,3,167,5,0,0,0,sales,low,Stable
EMP-11120,4,High,5,High,5,218,5,0,0,0,sales,low,Stable
EMP-11121,3,Medium,5,High,5,181,3,0,0,0,sales,low,Stable
EMP-11122,5,High,4,High,5,269,3,0,0,0,sales,low,Stable
EMP-11123,5,High,4,High,3,167,2,0,0,0,sales,low,Stable
EMP-11124,2,Low,4,High,6,271,10,0,0,0,sales,medium,Burnout Risk
EMP-11125,3,Medium,4,High,4,201,8,1,0,0,sales,medium,Stable
EMP-11126,2,Low,5,High,6,229,8,0,0,0,sales,medium,Burnout Risk
EMP-11127,4,High,4,High,4,148,8,0,0,0,accounting,medium,Stable
EMP-11128,5,High,4,High,3,147,8,0,0,0,accounting,medium,Stable
EMP-11129,4,High,5,High,4,211,8,0,0,0,accounting,medium,Stable
EMP-11130,4,High,4,High,5,145,6,0,0,0,hr,medium,Stable
EMP-11131,2,Low,5,High,6,269,6,0,0,0,hr,medium,Burnout Risk
EMP-11132,3,Medium,4,High,4,129,6,0,0,0,hr,medium,Stable
EMP-11133,3,Medium,4,High,3,270,6,0,0,0,hr,medium,Stable
EMP-11134,4,High,4,High,3,250,6,0,0,0,technical,medium,Stable
EMP-11135,3,Medium,3,Medium,5,192,2,1,0,0,technical,medium,Stable
EMP-11136,5,High,5,High,4,233,4,0,0,0,technical,high,Stable
EMP-11137,4,High,3,Medium,4,192,3,0,0,0,technical,high,Stable
EMP-11138,4,High,5,High,3,247,2,0,0,0,technical,high,Stable
EMP-11139,4,High,5,High,4,192,4,0,0,0,technical,high,Stable
EMP-11140,3,Medium,4,High,3,178,3,1,0,0,technical,high,Stable
EMP-11141,4,High,3,Medium,4,197,3,0,0,0,technical,high,Stable
EMP-11142,2,Low,5,High,5,264,6,0,0,0,technical,high,Burnout Risk
EMP-11143,2,Low,4,High,2,274,3,1,0,0,technical,high,Burnout Risk
EMP-11144,5,High,5,High,4,147,2,0,0,0,technical,low,Stable
EMP-11145,3,Medium,5,High,3,154,3,1,0,0,support,low,Stable
EMP-11146,5,High,3,Medium,3,224,2,1,0,0,support,low,Stable
EMP-11147,3,Medium,3,Medium,4,250,2,0,0,0,support,low,Stable
EMP-11148,4,High,3,Medium,3,179,3,0,0,0,support,low,Stable
EMP-11149,2,Low,3,Medium,4,170,2,0,0,0,support,low,Stable
EMP-11150,3,Medium,3,Medium,4,118,5,0,0,0,support,low,Stable
EMP-11151,3,Medium,5,High,4,256,3,0,0,0,support,low,Stable
EMP-11152,5,High,4,High,3,209,2,0,0,0,support,medium,Stable
EMP-11153,2,Low,4,High,2,146,3,0,0,0,support,medium,Stable
EMP-11154,4,High,4,High,3,275,4,1,0,0,support,medium,Stable
EMP-11155,4,High,5,High,4,180,2,0,0,0,support,medium,Stable
EMP-11156,4,High,4,High,3,228,3,0,0,0,technical,medium,Stable
EMP-11157,3,Medium,4,High,3,204,3,0,0,0,technical,medium,Stable
EMP-11158,4,High,3,Medium,3,172,2,0,0,0,technical,medium,Stable
EMP-11159,3,Medium,3,Medium,5,274,3,0,0,0,management,medium,Stable
EMP-11160,4,High,4,High,3,136,2,0,0,0,IT,medium,Stable
EMP-11161,4,High,4,High,4,252,3,1,0,0,IT,medium,Stable
EMP-11162,4,High,5,High,4,137,3,0,0,0,IT,medium,Stable
EMP-11163,4,High,4,High,4,191,3,0,0,0,IT,medium,Stable
EMP-11164,5,High,4,High,4,132,4,0,0,0,IT,medium,Stable
EMP-11165,3,Medium,4,High,6,249,5,0,0,0,product_mng,medium,Stable
EMP-11166,3,Medium,4,High,6,274,6,0,0,0,product_mng,medium,Stable
EMP-11167,3,Medium,5,High,3,194,3,0,0,0,product_mng,medium,Stable
EMP-11168,2,Low,2,Low,6,191,2,0,0,0,product_mng,medium,Stable
EMP-11169,4,High,4,High,5,216,4,0,0,0,IT,medium,Stable
EMP-11170,5,High,5,High,3,241,3,0,0,0,IT,medium,Stable
EMP-11171,4,High,5,High,4,243,5,1,0,0,IT,medium,Stable
EMP-11172,4,High,3,Medium,4,207,3,0,0,0,IT,medium,Stable
EMP-11173,5,High,5,High,3,199,3,0,0,0,IT,medium,Stable
EMP-11174,3,Medium,5,High,6,286,4,0,0,0,product_mng,medium,Stable
EMP-11175,3,Medium,3,Medium,4,132,3,0,0,0,product_mng,high,Stable
EMP-11176,4,High,5,High,4,229,4,0,0,0,product_mng,low,Stable
EMP-11177,4,High,4,High,4,260,3,0,0,0,product_mng,medium,Stable
EMP-11178,3,Medium,5,High,3,214,2,0,0,0,IT,medium,Stable
EMP-11179,4,High,5,High,6,217,4,1,0,1,RandD,medium,Stable
EMP-11180,5,High,5,High,4,225,2,0,0,1,RandD,medium,Stable
EMP-11181,2,Low,3,Medium,2,113,3,0,0,1,RandD,medium,Stable
EMP-11182,3,Medium,4,High,5,250,2,0,0,1,RandD,medium,Stable
EMP-11183,4,High,5,High,5,271,2,0,0,1,RandD,medium,Stable
EMP-11184,4,High,4,High,4,135,3,0,0,1,RandD,medium,Stable
EMP-11185,3,Medium,3,Medium,2,100,6,1,0,1,marketing,medium,Stable
EMP-11186,4,High,4,High,4,224,3,0,0,1,sales,medium,Stable
EMP-11187,3,Medium,5,High,4,134,4,0,0,0,accounting,low,Stable
EMP-11188,4,High,4,High,5,158,2,0,0,0,support,low,Stable
EMP-11189,3,Medium,4,High,3,183,2,0,0,0,technical,low,Stable
EMP-11190,2,Low,5,High,4,97,6,0,0,0,management,low,Stable
EMP-11191,3,Medium,3,Medium,4,226,3,0,0,0,marketing,low,Stable
EMP-11192,5,High,3,Medium,4,235,4,1,0,0,marketing,low,Stable
EMP-11193,4,High,3,Medium,4,186,10,1,0,0,marketing,low,Stable
EMP-11194,3,Medium,5,High,3,242,10,0,0,0,sales,high,Stable
EMP-11195,3,Medium,4,High,3,284,10,0,0,0,sales,low,Stable
EMP-11196,2,Low,4,High,2,274,10,0,0,0,sales,high,Burnout Risk
EMP-11197,3,Medium,3,Medium,4,130,10,0,0,0,sales,high,Stable
EMP-11198,3,Medium,4,High,3,146,10,0,0,0,sales,low,Stable
EMP-11199,4,High,4,High,4,207,10,0,0,0,sales,low,Stable
EMP-11200,4,High,4,High,4,210,2,1,0,0,sales,high,Stable
EMP-11201,3,Medium,4,High,3,143,2,0,0,0,sales,low,Stable
EMP-11202,2,Low,3,Medium,4,116,3,0,0,0,sales,medium,Stable
EMP-11203,3,Medium,4,High,2,162,3,1,0,0,sales,high,Stable
EMP-11204,5,High,3,Medium,3,242,3,0,0,0,sales,medium,Stable
EMP-11205,4,High,5,High,4,153,7,0,0,0,sales,medium,Stable
EMP-11206,5,High,4,High,5,194,7,1,0,0,sales,medium,Stable
EMP-11207,3,Medium,4,High,4,233,7,0,0,0,sales,medium,Stable
EMP-11208,5,High,4,High,4,283,7,0,0,0,sales,high,Stable
EMP-11209,3,Medium,3,Medium,3,188,7,0,0,0,sales,medium,Stable
EMP-11210,3,Medium,3,Medium,4,182,6,0,0,0,sales,medium,Stable
EMP-11211,3,Medium,4,High,2,286,6,0,0,0,sales,medium,Stable
EMP-11212,5,High,3,Medium,5,212,6,0,0,0,sales,high,Stable
EMP-11213,5,High,5,High,5,176,6,0,0,1,accounting,medium,Stable
EMP-11214,3,Medium,5,High,5,264,8,0,0,1,accounting,high,Stable
EMP-11215,3,Medium,4,High,3,261,8,0,0,1,accounting,low,Stable
EMP-11216,3,Medium,4,High,4,163,8,0,0,1,hr,medium,Stable
EMP-11217,3,Medium,3,Medium,3,139,8,0,0,1,hr,medium,Stable
EMP-11218,5,High,4,High,3,261,8,1,0,1,hr,medium,Stable
EMP-11219,3,Medium,3,Medium,2,275,6,1,0,1,hr,medium,Stable
EMP-11220,3,Medium,3,Medium,5,132,6,1,0,1,technical,low,Stable
EMP-11221,5,High,3,Medium,3,202,6,0,0,0,technical,low,Stable
EMP-11222,5,High,4,High,4,177,6,0,0,0,technical,low,Stable
EMP-11223,5,High,4,High,5,234,6,0,0,0,technical,low,Stable
EMP-11224,4,High,3,Medium,4,188,6,0,0,0,technical,low,Stable
EMP-11225,4,High,3,Medium,5,203,6,0,0,0,technical,low,Stable
EMP-11226,3,Medium,5,High,4,227,10,0,0,0,technical,low,Stable
EMP-11227,3,Medium,5,High,3,150,10,0,0,0,technical,low,Stable
EMP-11228,4,High,4,High,3,267,3,0,0,0,technical,low,Stable
EMP-11229,4,High,3,Medium,5,186,10,0,0,0,technical,low,Stable
EMP-11230,5,High,4,High,4,142,10,0,0,0,technical,high,Stable
EMP-11231,4,High,4,High,3,126,10,1,0,0,support,low,Stable
EMP-11232,4,High,4,High,4,201,10,0,0,0,support,low,Stable
EMP-11233,4,High,4,High,4,142,2,0,0,0,support,low,Stable
EMP-11234,5,High,5,High,4,167,4,0,0,0,support,low,Stable
EMP-11235,4,High,3,Medium,4,258,2,0,0,0,support,high,Stable
EMP-11236,5,High,4,High,3,207,2,0,0,0,support,low,Stable
EMP-11237,2,Low,3,Medium,4,282,4,1,0,0,support,low,Burnout Risk
EMP-11238,3,Medium,5,High,3,188,5,0,0,0,support,low,Stable
EMP-11239,4,High,4,High,3,214,2,0,0,0,support,high,Stable
EMP-11240,4,High,5,High,4,272,2,0,0,0,support,low,Stable
EMP-11241,3,Medium,4,High,3,259,3,0,0,0,support,medium,Stable
EMP-11242,3,Medium,3,Medium,5,191,2,1,0,0,technical,high,Stable
EMP-11243,3,Medium,3,Medium,3,192,3,0,0,0,technical,medium,Stable
EMP-11244,4,High,4,High,3,164,3,0,0,0,technical,high,Stable
EMP-11245,3,Medium,4,High,4,149,2,0,0,0,management,medium,Stable
EMP-11246,4,High,3,Medium,4,149,3,0,0,0,IT,medium,Stable
EMP-11247,3,Medium,5,High,2,165,3,0,0,0,IT,medium,Stable
EMP-11248,4,High,4,High,3,222,3,0,0,0,IT,medium,Stable
EMP-11249,4,High,4,High,5,222,3,1,0,0,IT,medium,Stable
EMP-11250,3,Medium,4,High,3,265,3,0,0,0,IT,medium,Stable
EMP-11251,4,High,3,Medium,5,247,4,0,0,0,product_mng,medium,Stable
EMP-11252,4,High,3,Medium,4,147,2,0,0,0,product_mng,medium,Stable
EMP-11253,5,High,3,Medium,3,273,3,0,0,0,product_mng,high,Stable
EMP-11254,2,Low,5,High,6,144,4,0,0,0,product_mng,low,Stable
EMP-11255,5,High,4,High,3,181,2,0,0,0,IT,medium,Stable
EMP-11256,4,High,4,High,3,198,2,1,0,0,management,medium,Stable
EMP-11257,4,High,3,Medium,5,255,4,0,0,0,management,medium,Stable
EMP-11258,4,High,4,High,4,169,10,0,0,0,management,medium,Stable
EMP-11259,3,Medium,4,High,4,201,10,1,0,0,management,medium,Stable
EMP-11260,4,High,3,Medium,4,274,10,1,0,0,management,medium,Stable
EMP-11261,4,High,4,High,4,134,10,1,0,0,management,medium,Stable
EMP-11262,5,High,4,High,3,190,10,0,0,0,IT,medium,Stable
EMP-11263,5,High,5,High,4,170,10,0,0,0,IT,medium,Stable
EMP-11264,3,Medium,5,High,3,154,10,0,0,0,product_mng,high,Stable
EMP-11265,2,Low,4,High,3,142,2,0,0,0,product_mng,low,Stable
EMP-11266,3,Medium,4,High,5,235,2,0,0,0,product_mng,low,Stable
EMP-11267,4,High,3,Medium,3,110,3,0,0,0,product_mng,low,Stable
EMP-11268,3,Medium,4,High,3,211,3,0,0,0,IT,high,Stable
EMP-11269,4,High,3,Medium,4,214,3,0,0,1,management,medium,Stable
EMP-11270,2,Low,5,High,5,210,7,0,0,1,management,medium,Burnout Risk
EMP-11271,3,Medium,3,Medium,3,207,7,0,0,1,management,medium,Stable
EMP-11272,4,High,3,Medium,4,161,7,0,0,1,management,medium,Stable
EMP-11273,3,Medium,3,Medium,2,102,7,0,0,1,management,medium,Stable
EMP-11274,3,Medium,4,High,4,186,7,0,0,1,management,medium,Stable
EMP-11275,3,Medium,4,High,3,211,6,0,0,1,marketing,low,Stable
EMP-11276,4,High,3,Medium,3,240,6,0,0,1,sales,low,Stable
EMP-11277,3,Medium,4,High,4,237,6,0,0,0,accounting,low,Stable
EMP-11278,4,High,3,Medium,3,164,6,0,0,0,support,low,Stable
EMP-11279,2,Low,5,High,6,222,8,0,0,0,technical,low,Burnout Risk
EMP-11280,5,High,4,High,3,205,8,1,0,0,management,medium,Stable
EMP-11281,4,High,5,High,4,140,8,0,0,0,marketing,medium,Stable
EMP-11282,3,Medium,3,Medium,2,103,8,0,0,0,marketing,medium,Stable
EMP-11283,4,High,4,High,3,178,8,1,0,0,marketing,medium,Stable
EMP-11284,5,High,3,Medium,4,137,6,0,0,0,sales,medium,Stable
EMP-11285,4,High,4,High,3,143,6,0,0,0,sales,medium,Stable
EMP-11286,4,High,4,High,4,170,6,0,0,0,sales,medium,Stable
EMP-11287,5,High,3,Medium,5,135,6,0,0,0,sales,medium,Stable
EMP-11288,4,High,4,High,3,174,6,0,0,0,sales,medium,Stable
EMP-11289,5,High,3,Medium,3,166,6,1,0,0,sales,medium,Stable
EMP-11290,2,Low,3,Medium,5,174,6,0,0,0,sales,medium,Stable
EMP-11291,3,Medium,5,High,3,251,10,0,0,0,sales,medium,Stable
EMP-11292,2,Low,2,Low,6,187,10,1,0,0,sales,high,Stable
EMP-11293,4,High,3,Medium,5,170,3,0,0,0,sales,low,Stable
EMP-11294,5,High,4,High,3,241,10,0,0,0,sales,medium,Stable
EMP-11295,3,Medium,4,High,3,221,10,1,0,0,sales,medium,Stable
EMP-11296,4,High,4,High,4,257,10,1,0,0,sales,medium,Stable
EMP-11297,2,Low,3,Medium,4,275,10,0,0,0,sales,medium,Burnout Risk
EMP-11298,4,High,4,High,4,245,2,0,0,0,sales,low,Stable
EMP-11299,4,High,4,High,6,246,6,0,0,0,sales,low,Stable
EMP-11300,4,High,4,High,6,263,6,0,0,0,sales,low,Stable
EMP-11301,4,High,5,High,3,133,4,0,0,0,sales,low,Stable
EMP-11302,4,High,3,Medium,4,157,3,0,0,0,sales,low,Stable
EMP-11303,3,Medium,5,High,3,198,4,0,0,0,accounting,low,Stable
EMP-11304,3,Medium,5,High,5,145,3,0,0,0,accounting,low,Stable
EMP-11305,5,High,3,Medium,6,118,2,0,0,0,accounting,low,Stable
EMP-11306,2,Low,5,High,5,184,5,0,0,0,hr,low,Stable
EMP-11307,4,High,3,Medium,3,243,2,1,0,0,hr,low,Stable
EMP-11308,4,High,5,High,3,247,2,0,0,0,hr,low,Stable
EMP-11309,3,Medium,3,Medium,3,158,3,0,0,0,hr,low,Stable
EMP-11310,4,High,4,High,5,243,2,0,0,0,technical,low,Stable
EMP-11311,2,Low,4,High,4,203,5,0,0,0,technical,low,Burnout Risk
EMP-11312,4,High,5,High,3,161,3,0,0,0,technical,low,Stable
EMP-11313,3,Medium,3,Medium,4,214,3,1,0,0,technical,low,Stable
EMP-11314,4,High,3,Medium,4,179,3,0,0,0,technical,low,Stable
EMP-11315,4,High,4,High,4,188,2,0,0,0,technical,low,Stable
EMP-11316,4,High,4,High,3,174,3,0,0,0,technical,low,Stable
EMP-11317,5,High,4,High,3,177,4,0,0,0,technical,low,Stable
EMP-11318,4,High,5,High,5,194,4,0,0,0,technical,low,Stable
EMP-11319,4,High,4,High,3,244,2,0,0,0,technical,medium,Stable
EMP-11320,3,Medium,4,High,4,269,2,0,0,0,technical,medium,Stable
EMP-11321,4,High,4,High,2,159,3,1,0,0,support,medium,Stable
EMP-11322,3,Medium,5,High,4,140,2,0,0,0,support,medium,Stable
EMP-11323,4,High,3,Medium,5,224,2,0,0,0,support,medium,Stable
EMP-11324,2,Low,5,High,5,242,4,0,0,0,support,medium,Burnout Risk
EMP-11325,3,Medium,2,Low,3,180,3,0,0,0,support,medium,Stable
EMP-11326,4,High,4,High,3,150,3,0,0,0,support,medium,Stable
EMP-11327,3,Medium,4,High,5,269,3,0,0,0,support,medium,Stable
EMP-11328,3,Medium,3,Medium,2,178,2,0,0,0,support,medium,Stable
EMP-11329,5,High,4,High,2,187,3,0,0,0,support,medium,Stable
EMP-11330,5,High,3,Medium,3,140,2,0,0,0,support,medium,Stable
EMP-11331,4,High,3,Medium,4,193,2,0,0,0,support,high,Stable
EMP-11332,4,High,3,Medium,4,243,2,0,0,0,technical,low,Stable
EMP-11333,3,Medium,5,High,3,144,3,1,0,0,technical,medium,Stable
EMP-11334,4,High,4,High,2,147,2,0,0,0,technical,medium,Stable
EMP-11335,4,High,3,Medium,6,165,3,0,0,0,management,medium,Stable
EMP-11336,4,High,4,High,3,176,2,0,0,0,IT,medium,Stable
EMP-11337,4,High,2,Low,3,170,6,0,0,0,IT,low,Stable
EMP-11338,5,High,4,High,4,213,2,1,0,0,IT,low,Stable
EMP-11339,4,High,4,High,4,242,2,0,0,0,IT,low,Stable
EMP-11340,4,High,3,Medium,4,139,3,1,0,0,IT,low,Stable
EMP-11341,4,High,5,High,4,239,3,1,0,0,product_mng,low,Stable
EMP-11342,3,Medium,4,High,5,123,2,0,0,0,product_mng,low,Stable
EMP-11343,4,High,5,High,3,185,4,0,0,0,product_mng,low,Stable
EMP-11344,3,Medium,4,High,4,186,2,0,0,0,product_mng,low,Stable
EMP-11345,4,High,4,High,3,178,3,0,0,0,IT,low,Stable
EMP-11346,5,High,4,High,3,153,10,0,0,0,management,high,Stable
EMP-11347,4,High,4,High,4,185,10,1,0,0,management,high,Stable
EMP-11348,2,Low,4,High,4,142,10,0,0,0,management,high,Stable
EMP-11349,5,High,5,High,4,221,10,1,0,0,management,high,Stable
EMP-11350,3,Medium,3,Medium,3,148,10,0,0,0,management,high,Stable
EMP-11351,4,High,3,Medium,5,258,10,1,0,0,management,high,Stable
EMP-11352,3,Medium,4,High,4,229,3,0,0,0,sales,low,Stable
EMP-11353,2,Low,4,High,2,111,2,0,0,0,sales,low,Stable
EMP-11354,3,Medium,5,High,2,271,3,0,0,0,sales,low,Stable
EMP-11355,5,High,3,Medium,4,133,3,0,0,0,sales,low,Stable
EMP-11356,3,Medium,4,High,4,223,3,0,0,0,sales,low,Stable
EMP-11357,4,High,5,High,4,272,2,0,0,0,sales,low,Stable
EMP-11358,4,High,4,High,3,233,3,0,0,0,sales,medium,Stable
EMP-11359,4,High,4,High,3,162,3,0,0,0,sales,medium,Stable
EMP-11360,3,Medium,4,High,5,165,4,0,0,0,sales,medium,Stable
EMP-11361,4,High,3,Medium,5,242,3,0,0,0,sales,medium,Stable
EMP-11362,3,Medium,4,High,4,124,2,0,0,0,sales,medium,Stable
EMP-11363,3,Medium,3,Medium,2,163,3,0,0,0,sales,medium,Stable
EMP-11364,5,High,4,High,3,144,3,0,0,0,sales,medium,Stable
EMP-11365,4,High,3,Medium,5,149,4,0,0,0,sales,medium,Stable
EMP-11366,4,High,4,High,5,217,2,0,0,0,sales,medium,Stable
EMP-11367,4,High,3,Medium,4,139,2,0,0,0,sales,medium,Stable
EMP-11368,3,Medium,4,High,3,270,2,0,0,0,sales,medium,Stable
EMP-11369,4,High,4,High,3,177,3,0,0,0,sales,medium,Stable
EMP-11370,2,Low,3,Medium,5,175,2,1,0,0,sales,high,Stable
EMP-11371,5,High,3,Medium,3,151,2,0,0,0,sales,low,Stable
EMP-11372,5,High,4,High,3,185,3,0,0,0,sales,medium,Stable
EMP-11373,3,Medium,3,Medium,3,227,3,0,0,0,sales,medium,Stable
EMP-11374,5,High,5,High,4,218,2,0,0,0,sales,medium,Stable
EMP-11375,5,High,5,High,5,167,3,0,0,0,sales,medium,Stable
EMP-11376,5,High,3,Medium,3,183,2,1,0,0,sales,low,Stable
EMP-11377,5,High,3,Medium,4,259,3,0,0,0,sales,low,Stable
EMP-11378,4,High,3,Medium,3,138,2,1,0,0,sales,low,Stable
EMP-11379,4,High,3,Medium,5,122,4,0,0,0,sales,low,Stable
EMP-11380,2,Low,3,Medium,6,225,6,0,0,0,sales,low,Burnout Risk
EMP-11381,2,Low,4,High,3,121,2,0,0,0,sales,low,Stable
EMP-11382,4,High,3,Medium,4,274,3,0,0,0,sales,low,Stable
EMP-11383,4,High,5,High,4,153,4,0,0,0,sales,low,Stable
EMP-11384,3,Medium,3,Medium,3,119,2,0,0,0,sales,low,Stable
EMP-11385,4,High,4,High,4,141,2,1,0,0,sales,low,Stable
EMP-11386,5,High,3,Medium,4,161,3,0,0,0,IT,low,Stable
EMP-11387,3,Medium,3,Medium,2,186,2,0,0,0,product_mng,low,Stable
EMP-11388,3,Medium,4,High,3,252,4,0,0,0,product_mng,low,Stable
EMP-11389,2,Low,3,Medium,3,182,3,1,0,0,product_mng,low,Stable
EMP-11390,3,Medium,3,Medium,4,264,2,1,0,0,product_mng,low,Stable
EMP-11391,2,Low,4,High,4,167,3,0,0,0,IT,low,Stable
EMP-11392,5,High,4,High,5,171,3,0,0,0,management,high,Stable
EMP-11393,2,Low,5,High,5,130,4,0,0,0,management,high,Stable
EMP-11394,2,Low,4,High,5,271,4,0,0,0,management,high,Burnout Risk
EMP-11395,3,Medium,4,High,5,249,3,1,0,0,management,high,Stable
EMP-11396,4,High,3,Medium,4,180,4,0,0,0,management,high,Stable
EMP-11397,3,Medium,4,High,4,220,3,1,0,0,management,high,Stable
EMP-11398,4,High,3,Medium,3,210,4,1,0,0,marketing,medium,Stable
EMP-11399,3,Medium,5,High,4,258,2,0,0,0,sales,medium,Stable
EMP-11400,2,Low,4,High,3,150,4,0,0,1,accounting,medium,Stable
EMP-11401,5,High,4,High,5,259,3,0,0,1,support,medium,Stable
EMP-11402,4,High,4,High,3,231,3,0,0,1,technical,medium,Stable
EMP-11403,3,Medium,4,High,4,220,3,0,0,1,management,medium,Stable
EMP-11404,4,High,3,Medium,4,149,3,0,0,1,marketing,medium,Stable
EMP-11405,3,Medium,3,Medium,3,238,4,0,0,1,marketing,medium,Stable
EMP-11406,4,High,4,High,2,209,5,0,0,1,marketing,medium,Stable
EMP-11407,4,High,5,High,4,149,3,0,0,1,sales,medium,Stable
EMP-11408,4,High,3,Medium,4,264,3,0,0,0,sales,medium,Stable
EMP-11409,4,High,4,High,5,207,2,0,0,0,sales,high,Stable
EMP-11410,2,Low,4,High,3,239,6,0,0,0,sales,low,Burnout Risk
EMP-11411,5,High,3,Medium,6,239,5,0,0,0,sales,medium,Stable
EMP-11412,3,Medium,5,High,4,258,3,0,0,0,sales,medium,Stable
EMP-11413,2,Low,4,High,3,203,3,0,0,0,sales,medium,Burnout Risk
EMP-11414,5,High,5,High,2,258,3,0,0,0,sales,medium,Stable
EMP-11415,4,High,3,Medium,3,257,3,1,0,0,IT,low,Stable
EMP-11416,3,Medium,3,Medium,5,134,3,0,0,0,product_mng,low,Stable
EMP-11417,2,Low,3,Medium,6,240,2,0,0,0,product_mng,low,Burnout Risk
EMP-11418,4,High,5,High,2,237,5,1,0,0,product_mng,low,Stable
EMP-11419,4,High,4,High,5,157,2,0,0,0,product_mng,low,Stable
EMP-11420,4,High,3,Medium,4,275,3,0,0,0,IT,low,Stable
EMP-11421,4,High,4,High,2,228,3,0,0,0,management,high,Stable
EMP-11422,3,Medium,3,Medium,3,254,2,0,0,0,management,high,Stable
EMP-11423,3,Medium,3,Medium,4,257,2,0,0,0,management,high,Stable
EMP-11424,4,High,4,High,3,231,2,1,0,0,management,high,Stable
EMP-11425,4,High,3,Medium,3,217,3,0,0,0,management,high,Stable
EMP-11426,4,High,5,High,3,286,6,0,0,0,management,high,Stable
EMP-11427,4,High,4,High,4,236,3,0,0,0,marketing,low,Stable
EMP-11428,4,High,3,Medium,4,215,2,0,0,0,sales,low,Stable
EMP-11429,4,High,3,Medium,4,157,3,0,0,0,accounting,low,Stable
EMP-11430,4,High,4,High,3,149,3,0,0,0,support,low,Stable
EMP-11431,4,High,4,High,3,221,2,0,0,0,technical,low,Stable
EMP-11432,5,High,4,High,4,238,2,0,0,0,management,low,Stable
EMP-11433,4,High,5,High,6,250,2,0,0,0,marketing,medium,Stable
EMP-11434,4,High,5,High,3,202,4,1,0,0,marketing,medium,Stable
EMP-11435,3,Medium,3,Medium,4,173,2,0,0,0,marketing,medium,Stable
EMP-11436,4,High,4,High,5,250,3,1,0,0,sales,medium,Stable
EMP-11437,5,High,4,High,4,270,3,1,0,0,sales,medium,Stable
EMP-11438,2,Low,5,High,3,232,5,0,0,0,sales,medium,Burnout Risk
EMP-11439,4,High,5,High,4,260,3,0,0,0,sales,medium,Stable
EMP-11440,4,High,3,Medium,5,232,4,0,0,0,sales,medium,Stable
EMP-11441,3,Medium,4,High,4,134,3,0,0,0,sales,medium,Stable
EMP-11442,3,Medium,4,High,4,189,3,0,0,0,sales,medium,Stable
EMP-11443,3,Medium,4,High,4,113,3,0,0,0,IT,medium,Stable
EMP-11444,5,High,4,High,5,264,3,0,0,0,product_mng,medium,Stable
EMP-11445,3,Medium,4,High,5,260,2,0,0,0,product_mng,high,Stable
EMP-11446,2,Low,4,High,3,132,3,0,0,0,product_mng,low,Stable
EMP-11447,3,Medium,3,Medium,4,168,3,0,0,0,product_mng,medium,Stable
EMP-11448,3,Medium,3,Medium,3,186,3,1,0,0,IT,medium,Stable
EMP-11449,3,Medium,4,High,3,267,2,0,0,0,management,high,Stable
EMP-11450,4,High,4,High,3,180,3,0,0,0,management,high,Stable
EMP-11451,4,High,4,High,3,211,3,0,0,0,management,high,Stable
EMP-11452,4,High,3,Medium,2,268,2,0,0,0,management,high,Stable
EMP-11453,4,High,4,High,3,206,3,0,0,0,management,high,Stable
EMP-11454,2,Low,3,Medium,6,113,3,0,0,0,management,high,Stable
EMP-11455,4,High,3,Medium,4,179,3,0,0,0,marketing,low,Stable
EMP-11456,2,Low,4,High,6,157,6,1,0,0,sales,low,Stable
EMP-11457,3,Medium,3,Medium,4,127,5,0,0,0,accounting,low,Stable
EMP-11458,4,High,2,Low,2,179,5,0,0,1,support,low,Stable
EMP-11459,4,High,4,High,4,197,3,0,0,1,technical,low,Stable
EMP-11460,3,Medium,4,High,4,251,4,1,0,1,management,low,Stable
EMP-11461,3,Medium,4,High,4,250,3,1,0,1,marketing,low,Stable
EMP-11462,4,High,3,Medium,2,176,5,0,0,1,marketing,low,Stable
EMP-11463,4,High,4,High,4,246,3,0,0,1,marketing,low,Stable
EMP-11464,3,Medium,4,High,3,155,3,0,0,1,sales,low,Stable
EMP-11465,3,Medium,4,High,3,178,2,0,0,1,sales,low,Stable
EMP-11466,4,High,3,Medium,3,213,5,1,0,1,sales,low,Stable
EMP-11467,3,Medium,4,High,3,150,2,0,0,1,sales,low,Stable
EMP-11468,3,Medium,3,Medium,3,166,2,0,0,0,sales,low,Stable
EMP-11469,5,High,4,High,5,169,4,0,0,0,sales,low,Stable
EMP-11470,3,Medium,5,High,4,208,3,0,0,0,sales,low,Stable
EMP-11471,4,High,4,High,3,209,2,0,0,0,sales,low,Stable
EMP-11472,4,High,3,Medium,4,167,3,0,0,0,IT,medium,Stable
EMP-11473,2,Low,3,Medium,6,281,3,0,0,0,product_mng,medium,Burnout Risk
EMP-11474,4,High,4,High,3,156,4,0,0,0,product_mng,medium,Stable
EMP-11475,4,High,4,High,3,265,3,0,0,0,product_mng,medium,Stable
EMP-11476,3,Medium,3,Medium,3,142,3,1,0,0,product_mng,medium,Stable
EMP-11477,2,Low,3,Medium,3,143,4,0,0,0,IT,medium,Stable
EMP-11478,3,Medium,4,High,3,134,3,0,0,0,RandD,medium,Stable
EMP-11479,3,Medium,4,High,5,268,3,0,0,0,RandD,medium,Stable
EMP-11480,3,Medium,3,Medium,3,255,2,0,0,0,RandD,medium,Stable
EMP-11481,4,High,4,High,4,157,2,0,0,0,RandD,medium,Stable
EMP-11482,4,High,5,High,5,151,3,0,0,0,RandD,medium,Stable
